ablation_type,ablation_percentage,mae,mae_std,mse,mse_std,rmse,rmse_std,r2,r2_std,mae_norm,mae_norm_std,mse_norm,mse_norm_std,rmse_norm,rmse_norm_std,r2_norm,r2_norm_std,mae_degradation,mse_degradation,rmse_degradation,r2_degradation
MLP Ablation,0.0,0.7188252210617065,0.0,1.7072371244430542,0.0,1.3066128441290688,0.0,0.6868555545806885,0.0,0.3087664246559143,0.0,0.31496623158454895,0.0,0.5612185239143027,1.1702778228589004e-16,0.6868315935134888,0.0,0.0,0.0,0.0,0.0
MLP Ablation,0.1,0.7518271028995513,0.11356100764504932,1.782181704044342,0.39861332538186367,1.3285928669771192,0.1375285742505927,0.673109096288681,0.07311435054252706,0.32294306755065916,0.04877684544800864,0.3287882924079895,0.07353260596865228,0.5706559903754557,0.059067128070031144,0.6730884492397309,0.07311286757312,0.033001881837844804,0.07494457960128775,0.02198002284805045,0.01374645829200749
MLP Ablation,0.2,0.8108958244323731,0.14198192238635143,1.9374503016471862,0.3984037493554388,1.3856243847800709,0.13942487403630735,0.6446294546127319,0.07307589821459148,0.34831184446811675,0.060997902657380906,0.35743012428283694,0.07350818610259043,0.5951485300894538,0.05989204561541919,0.6446101069450378,0.07308860108693001,0.09207060337066653,0.23021317720413204,0.07901154065100213,0.042226099967956565
MLP Ablation,0.3,0.908539092540741,0.17138380035364026,2.120004117488861,0.4680707404493837,1.448708194369266,0.1536543200253305,0.6111451148986816,0.0858543574302717,0.39024809300899505,0.07365190245218742,0.39111957550048826,0.08638187539514014,0.6222514758470044,0.06601915805038165,0.6111129462718964,0.08588880012428168,0.1897138714790344,0.4127669930458069,0.14209535024019715,0.07571043968200686
MLP Ablation,0.4,1.0404723286628723,0.2337672413635401,2.398781955242157,0.6680633714834576,1.5358852285635627,0.21039254296673776,0.5600111961364747,0.12253735647054849,0.4469151347875595,0.10043235111719562,0.4425444543361664,0.12327285839661853,0.6596909997254835,0.09038337615930181,0.5599816083908081,0.12256921602193709,0.32164710760116577,0.6915448307991028,0.22927238443449394,0.12684435844421382
MLP Ablation,0.5,1.1102847337722779,0.2566340654940968,2.5770939111709597,0.9029490139209488,1.5854554612016798,0.2654658206012138,0.5273048937320709,0.1656204997598424,0.4769148796796799,0.11025041679546156,0.4754545658826828,0.1666057769782864,0.6809924334456131,0.11403640487193892,0.5272593438625336,0.1656547797336231,0.39145951271057133,0.8698567867279055,0.27884261707261104,0.15955066084861758
MLP Ablation,0.6,1.1112207114696502,0.19349894084149893,2.689986228942871,0.8238071338936681,1.625468616014868,0.23055008444438235,0.5065979778766632,0.15110415339171385,0.4772963970899582,0.08310895022098087,0.49626269936561584,0.151974599961787,0.6981673146149253,0.09902356716683221,0.5065699815750122,0.1511071205263637,0.39239549040794364,0.9827491044998169,0.31885577188579917,0.1802575767040253
MLP Ablation,0.7,1.2174972653388978,0.3344972598461762,2.9091017127037047,1.2532227040180681,1.672974079954195,0.3500149846079921,0.46640745401382444,0.22986831693007462,0.5229705542325973,0.14369786532530998,0.5367190688848495,0.23123664832310048,0.7185907688271762,0.150356523862516,0.46634453535079956,0.2299167581416042,0.49867204427719125,1.2018645882606505,0.36636123582512625,0.22044810056686404
MLP Ablation,0.8,1.5326289296150208,0.2173023140338702,3.9333712816238404,0.8880030140511199,1.9715780999506791,0.2266938155768477,0.27853410840034487,0.16287906734295576,0.6583221584558487,0.09334824749800619,0.7256870478391647,0.1638359552190138,0.8468489615037613,0.09737604222329616,0.27845519185066225,0.16290077608965528,0.8138037085533143,2.226134157180786,0.6649652558216104,0.4083214461803436
MLP Ablation,0.9,1.765150773525238,0.7631609341747967,5.442759609222412,4.302027340138601,2.228114032273653,0.7289775704579186,0.0016794383525848388,0.7890854504553094,0.7581487387418747,0.3277879663175402,1.004073789715767,0.7936262407201731,0.9569969987385235,0.31310369975674424,0.001657503843307495,0.7890961779902029,1.0463255524635315,3.7355224847793576,0.921501188144584,0.6851761162281036
MLP Ablation,1.0,2.1626315116882324,0.0,6.21890926361084,0.0,2.493774100356895,0.0,-0.14068329334259033,0.0,0.9288293123245239,0.0,1.1471741199493408,0.0,1.0710621456989977,0.0,-0.1406259536743164,0.0,1.4438062906265259,4.511672139167786,1.1871612562278262,0.8275388479232788
Attention Ablation,0.0,0.7188252210617065,0.0,1.7072371244430542,0.0,1.3066128441290688,0.0,0.6868555545806885,0.0,0.3087664246559143,0.0,0.31496623158454895,0.0,0.5612185239143027,1.1702778228589004e-16,0.6868315935134888,0.0,0.0,0.0,0.0,0.0
Attention Ablation,0.1,0.7326991021633148,0.03889407230397905,1.707231044769287,0.1166203345642666,1.3059427251312505,0.04402831722691239,0.6868566632270813,0.021390710919277727,0.3147283375263214,0.016707958006524075,0.31495960652828214,0.021506600316356532,0.5609259944904458,0.01890429795889183,0.6868382036685944,0.021383840444146564,0.013873881101608254,-6.079673767089844e-06,-0.0006701189978182143,-1.1086463928000612e-06
Attention Ablation,0.2,0.7794192612171174,0.05211677735891284,1.769323480129242,0.13116463988422802,1.3293617262101396,0.04854414962851452,0.6754675805568695,0.024058457554737036,0.3347857415676117,0.02237646013387138,0.3264096140861511,0.02418908475031686,0.5709803900740748,0.020843550481530818,0.6754535377025604,0.02405102455413708,0.06059404015541081,0.0620863556861877,0.022748882081070843,0.01138797402381897
