ablation_type,ablation_percentage,mae,mae_std,mse,mse_std,rmse,rmse_std,r2,r2_std,mae_norm,mae_norm_std,mse_norm,mse_norm_std,rmse_norm,rmse_norm_std,r2_norm,r2_norm_std,mae_degradation,mse_degradation,rmse_degradation,r2_degradation
MLP Ablation,0.0,0.6862243413925171,0.0,1.54220712184906,0.0,1.241856320936146,0.0,0.6843103170394897,0.0,0.2947918772697449,0.0,0.2845098376274109,0.0,0.5333946359192329,1.1702778228589004e-16,0.6842975616455078,0.0,0.0,0.0,0.0,0.0
MLP Ablation,0.1,0.7242363512516021,0.11769531812918274,1.686632788181305,0.42363886013448215,1.2905409318921215,0.15324958325960902,0.6547464311122895,0.08671883809066314,0.31107856929302213,0.0505428412011963,0.31113504618406296,0.07811861939661253,0.554291367360919,0.06579535827283528,0.6547531962394715,0.08668327431949745,0.03801200985908504,0.14442566633224496,0.04868461095597554,0.029563885927200273
MLP Ablation,0.2,0.770730984210968,0.14327128684533824,1.7763705134391785,0.40847523561752186,1.3255738357785776,0.14615258137548884,0.6363771259784698,0.08361483790007881,0.33106697499752047,0.06155471809705311,0.3277088314294815,0.07536332540691416,0.569351806746857,0.06278138067551084,0.6363623440265656,0.0836258858778626,0.08450664281845088,0.23416339159011845,0.08371751484243162,0.0479331910610199
MLP Ablation,0.3,0.8821465075016022,0.18859617426871852,2.0091965556144715,0.5364804516957266,1.4064326657528636,0.18602183957137045,0.5887176632881165,0.1098175000154474,0.3789089977741241,0.08104964000246577,0.37068905830383303,0.09900162738439872,0.6041033379884657,0.07991812014685648,0.5886699020862579,0.10985579441395658,0.19592216610908508,0.46698943376541147,0.16457634481671768,0.09559265375137327
MLP Ablation,0.4,1.0235658526420592,0.27138291841485246,2.357373356819153,0.8764741453342892,1.5134796217110982,0.27234127178226714,0.5174458920955658,0.17941416264455412,0.4396550863981247,0.11659208590619481,0.43490772545337675,0.16173566982003035,0.6500667602302181,0.11700395386085052,0.5174105226993561,0.17946781029578632,0.33734151124954215,0.8151662349700928,0.2716233007749522,0.16686442494392395
MLP Ablation,0.5,1.1114783883094788,0.25320278770784704,2.65424268245697,0.8945032146805626,1.60959429250324,0.26551605098575837,0.4566767752170563,0.18310473864653024,0.47743016481399536,0.10877832161249465,0.4897063344717026,0.1650489306089666,0.6913741167824601,0.11405732045762476,0.4566039860248566,0.18314430822435815,0.42525404691696167,1.11203556060791,0.3677379715670941,0.22763354182243345
MLP Ablation,0.6,1.1390215098857879,0.23369929602915773,2.9336319088935854,1.1010664202682918,1.689953189193761,0.2938066772318565,0.399485844373703,0.22538818209980344,0.48923231065273287,0.10036073290545335,0.5411990135908127,0.20310139235696292,0.7258582575694553,0.12617802022472074,0.39946584701538085,0.22536870470106385,0.4527971684932708,1.3914247870445253,0.44809686825761497,0.28482447266578675
MLP Ablation,0.7,1.2827449679374694,0.3724420729505946,3.319145941734314,1.5752488988859237,1.7796693797921521,0.41085661240947535,0.32057116031646726,0.32245329748415996,0.5509944945573807,0.1599963450443885,0.6123757213354111,0.2906391977901858,0.7644234248459236,0.17648591030397265,0.3204855680465698,0.32250384309867663,0.5965206265449523,1.7769388198852538,0.5378130588560062,0.3637391567230225
MLP Ablation,0.8,1.5773895263671875,0.22354489948508166,4.345272707939148,1.0620314814732916,2.0704929062474737,0.2545842648494434,0.11052310466766357,0.21739772799983126,0.67755628824234,0.0960286961084764,0.8016946256160736,0.19593332280322098,0.8893445110285588,0.10934637279686146,0.11041041612625122,0.2174147590243476,0.8911651849746705,2.8030655860900877,0.8286365853113278,0.5737872123718262
MLP Ablation,0.9,1.802514111995697,0.7827862491773425,5.797341966629029,4.459644380730078,2.3046085339011197,0.7349387518692049,-0.18671533465385437,0.9128888233593053,0.774212309718132,0.3362199684915887,1.0695176690816879,0.8227167164063899,0.989866693226683,0.3156678963759221,-0.18677581548690797,0.9129164742684462,1.11628977060318,4.255134844779969,1.0627522129649738,0.8710256516933441
MLP Ablation,1.0,2.112194299697876,0.0,6.234452724456787,0.0,2.4968886087402433,0.0,-0.2761918306350708,0.0,0.9071526527404785,0.0,1.1499789953231812,0.0,1.0723707359505765,0.0,-0.2760586738586426,0.0,1.4259699583053589,4.692245602607727,1.2550322878040974,0.9605021476745605
Attention Ablation,0.0,0.6862243413925171,0.0,1.54220712184906,0.0,1.241856320936146,0.0,0.6843103170394897,0.0,0.2947918772697449,0.0,0.2845098376274109,0.0,0.5333946359192329,1.1702778228589004e-16,0.6842975616455078,0.0,0.0,0.0,0.0,0.0
Attention Ablation,0.1,0.7112655282020569,0.04703284753931446,1.7149950385093689,0.1896153587948594,1.3077512121847692,0.07289113296657593,0.6489406764507294,0.038814251920338924,0.3055195748806,0.02020759498065723,0.3164004862308502,0.0349889486850289,0.5617098155560281,0.03131505386769875,0.6489104747772216,0.03882502803318529,0.025041186809539817,0.1727879166603088,0.06589489124862324,0.035369640588760354
Attention Ablation,0.2,0.78157257437706,0.07537260622599327,1.9443066716194153,0.2962792757594954,1.390589514860661,0.10835883176335376,0.602000606060028,0.06064834736330701,0.33570421636104586,0.032376246497300365,0.3586892694234848,0.05465489828286241,0.5972771957234363,0.04653816703921334,0.6019853115081787,0.06064706231610603,0.09534823298454287,0.4020995497703552,0.14873319392451512,0.08230971097946171
Attention Ablation,0.3,0.8083590626716614,0.08890534873310167,2.0334170699119567,0.33771581984146326,1.4217707999641918,0.11539719947082498,0.5837597191333771,0.06913038113058144,0.34720951318740845,0.0381753713008012,0.37511525452136996,0.06230753408246296,0.6106586913639263,0.049567206711550356,0.58375843167305,0.06913870414873878,0.12213472127914426,0.49120994806289664,0.1799144790280458,0.10055059790611265
Attention Ablation,0.4,0.8823971629142762,0.05927062819475657,2.278125822544098,0.31514835963654897,1.506140948227214,0.10363003971032303,0.5336678624153137,0.06451083716522592,0.3789928048849106,0.02544475147937405,0.4202431797981262,0.058127728383603326,0.6468854090483571,0.04450277592422912,0.5336828351020813,0.06450066016535676,0.19617282152175908,0.7359187006950378,0.26428462729106794,0.15064245462417603
