ablation_type,ablation_percentage,mae,mae_std,mse,mse_std,rmse,rmse_std,r2,r2_std,mae_norm,mae_norm_std,mse_norm,mse_norm_std,rmse_norm,rmse_norm_std,r2_norm,r2_norm_std,mae_degradation,mse_degradation,rmse_degradation,r2_degradation
MLP Ablation,0.0,1.1190699338912964,0.0,2.363784074783325,0.0,1.5374602677088358,0.0,0.9740613102912903,0.0,0.11877445876598358,0.0,0.026526249945163727,0.0,0.16286881207021722,2.925694557147251e-17,0.9738184213638306,0.0,0.0,0.0,0.0,0.0
MLP Ablation,0.1,1.6138470888137817,0.9320021905883152,5.100055122375489,5.357148085226782,2.05318257611594,0.9913494907388727,0.9440352201461792,0.05878592945955434,0.17053798213601112,0.0985925309388081,0.05696326624602079,0.05994071276035957,0.21691768329207242,0.10493376175908391,0.9437768399715424,0.059161922190963265,0.4947771549224853,2.7362710475921634,0.5157223084071041,0.03002609014511104
MLP Ablation,0.2,1.6645867586135865,0.6788791077753823,4.732264375686645,3.5122520695315482,2.081327660680148,0.6669495604569533,0.9480711340904235,0.03854123396924638,0.17638768404722213,0.07196601270102834,0.05302831176668406,0.03941539387527168,0.22030393238871526,0.07066736745527069,0.9476606726646424,0.03890327974926368,0.5455168247222901,2.36848030090332,0.543867392971312,0.025990176200866744
MLP Ablation,0.3,2.2711501002311705,0.7722344113528689,7.990250277519226,5.48719012244966,2.7152355317802104,0.8284834099307704,0.9123200654983521,0.06021294759121375,0.239975705742836,0.08137395333629084,0.08915514387190342,0.061174415614216146,0.28685436235981854,0.08736716054194231,0.912003219127655,0.06037958623550221,1.152080166339874,5.626466202735901,1.1777752640713746,0.06174124479293819
MLP Ablation,0.4,2.3263707160949707,1.0376554970927112,9.28981854915619,7.119865820821731,2.8530344664492104,1.130394661861785,0.8980594217777252,0.07812889283303491,0.24599137306213378,0.10983138064495816,0.10386226288974285,0.07964538941026761,0.30162489033132794,0.11965082728207876,0.8974871933460236,0.07861057313522612,1.2073007822036743,6.926034474372864,1.3155741987403746,0.07600188851356504
MLP Ablation,0.5,2.711480736732483,1.2270538186064406,11.985808205604553,9.001950329936623,3.23468880070597,1.3006821151448547,0.8684753477573395,0.09878167415022342,0.2866531446576118,0.12935303440190313,0.13382894732058048,0.10040233264947204,0.34188393347266666,0.13721161010901597,0.8679098546504974,0.09909781027148455,1.5924108028411865,9.622024130821227,1.6972285329971344,0.1055859625339508
MLP Ablation,0.6,2.8415691256523132,1.1352149813972188,12.586063981056213,8.659160468445092,3.372361752353747,1.1610532537876381,0.8618885159492493,0.09502013944645855,0.29997100830078127,0.11990034898117152,0.14024769328534603,0.09657523040731343,0.35594330609323716,0.12271039135914076,0.8615745067596435,0.09532043716558143,1.7224991917610168,10.222279906272888,1.8349014846449112,0.11217279434204097
MLP Ablation,0.7,3.4482507944107055,1.243082050132282,17.375438022613526,10.32558053002652,3.9821771191118245,1.2985904386576559,0.8093329668045044,0.11330636235163316,0.36399714797735216,0.13184662463875763,0.19375222623348237,0.11546758801896921,0.4203313049563568,0.13773493185248775,0.8087651610374451,0.11396733611668759,2.329180860519409,15.011653947830201,2.4447168514029887,0.1647283434867859
MLP Ablation,0.8,4.140091156959533,1.1001529521695224,23.607115650177,12.179455610342197,4.734299150703825,1.1515821010061875,0.7409504890441895,0.13364960900188586,0.43748549222946165,0.11601331587523216,0.2634796604514122,0.13577890331896164,0.5001895190655486,0.12151865640206738,0.7399436652660369,0.13401477606817416,3.021021223068237,21.243331575393675,3.1968388829949888,0.2331108212471008
MLP Ablation,0.9,3.9836814641952514,1.0379868915295096,22.314507722854614,9.335660016250396,4.611168293270095,1.0809639186059727,0.7551347494125367,0.1024436031318535,0.42065041959285737,0.10966816411851796,0.2487369805574417,0.10405174390384103,0.4868113646444737,0.11426905778530413,0.7544947981834411,0.10269981229081325,2.864611530303955,19.95072364807129,3.0737080255612588,0.21892656087875362
MLP Ablation,1.0,4.578127861022949,0.0,27.141340255737305,0.0,5.20973514257081,9.362222582871203e-16,0.7021681666374207,0.0,0.48346367478370667,0.0,0.3026607930660248,0.0,0.5501461560949279,0.0,0.701271653175354,0.0,3.459057927131653,24.77755618095398,3.672274874861974,0.27189314365386963
Attention Ablation,0.0,1.1190699338912964,0.0,2.363784074783325,0.0,1.5374602677088358,0.0,0.9740613102912903,0.0,0.11877445876598358,0.0,0.026526249945163727,0.0,0.16286881207021722,2.925694557147251e-17,0.9738184213638306,0.0,0.0,0.0,0.0,0.0
Attention Ablation,0.1,1.1774034678936005,0.13179435469722753,2.5823235511779785,0.45334477425548914,1.6013544719504371,0.14137187502122373,0.9716632246971131,0.0049747133034382576,0.12480787709355354,0.013969355607620264,0.028924486599862576,0.0050697531311271115,0.16947972177283835,0.014948448736458564,0.9714513182640075,0.005003881145283788,0.05833353400230412,0.21853947639465332,0.0638942042416013,0.0023980855941772017
Attention Ablation,0.2,1.211324656009674,0.15081220000266762,2.6931839108467104,0.5517563321995597,1.6335780106764701,0.165350784969465,0.9704467177391052,0.006054616467911517,0.1279046691954136,0.01615186522495446,0.030021421425044537,0.006231542696893418,0.17245358520886336,0.01767554411087184,0.9703686475753784,0.006150571486482875,0.0922547221183776,0.3293998360633852,0.09611774296763431,0.003614592552185103
